Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (umhos/cm)-Minimum,CONDUCTIVITY (umhos/cm)-Maximum,CONDUCTIVITY (umhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean,WaterQualityCategory_encoded
1488,WATER QUALITY OF RIVER- GANGA,BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG,UTTARAKHAND,12.0,22.0,18.3,7.6,9.8,8.6,7.4,8.5,8.0,92.0,188.0,135.0,1.0,1.0,1.0,0.0,0.4,0.06,400.0,900.0,650.0,2100.0,4300.0,3200.0,0.4,0.5696,0.51,15
1489,WATER QUALITY OF RIVER- GANGA,ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,12.0,22.0,18.4,8.0,10.2,8.7,7.4,8.5,8.1,106.0,167.0,132.0,0.6,0.8,0.7,0.0,0.5,0.08,9300.0,46000.0,27650.0,24000.0,110000.0,67000.0,0.4,0.5696,0.51,15
1060,WATER QUALITY OF RIVER- GANGA,GANGA AT RISHIKESH UPSTREAM,UTTARAKHAND,11.4,19.5,17.1,8.0,11.0,9.1,7.0,8.4,7.7,94.0,148.0,121.0,0.2,3.0,1.7,0.01,0.87,0.34,1300.0,7500.0,3383.0,5.0,200.0,99.0,0.4,0.5696,0.51,15
2725,WATER QUALITY OF RIVER- GANGA,A/C R.SONG NR SATYANARAYAN TEMPLE DOWNSTREAM RAIWALA,UTTARAKHAND,16.0,26.0,21.9,5.2,11.0,7.8,6.8,8.6,7.7,117.0,480.0,305.0,1.4,7.6,4.5,0.01,0.87,0.34,800.0,800.0,800.0,1600.0,35000.0,4467.0,0.4,0.5696,0.51,15
1061,WATER QUALITY OF RIVER- GANGA,GANGA AT HARIDWAR DOWNSTREAM,UTTARAKHAND,16.1,24.5,20.0,4.2,8.8,6.7,6.7,8.5,7.6,122.0,305.0,196.0,0.6,11.0,5.6,0.01,0.87,0.34,300.0,2000.0,1150.0,200.0,580000.0,50917.0,0.4,0.5696,0.51,15
2727,WATER QUALITY OF RIVER- GANGA,UPPER GANGA RIVER DOWNSTREAM ROORKEE,UTTARAKHAND,12.2,31.0,19.4,6.4,10.4,8.3,6.8,8.4,7.8,123.0,208.0,157.0,1.0,3.8,2.5,0.01,0.87,0.34,5.0,11.0,8.0,140.0,700.0,377.0,0.4,0.5696,0.51,15
1062,WATER QUALITY OF RIVER- GANGA,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,13.5,25.0,19.6,7.0,10.0,8.2,7.2,7.5,7.4,181.0,290.0,221.0,2.8,4.5,3.4,0.0,0.73,0.5,310.0,2100.0,1162.0,700.0,4300.0,2497.0,0.4,0.5696,0.51,15
2488,WATER QUALITY OF RIVER- GANGA,GANGA UPSTREAM- ANOOPSHAHAR,UTTAR PRADESH,13.0,24.0,18.3,7.0,10.6,8.4,7.0,8.0,7.4,100.0,285.0,196.0,1.6,3.8,2.8,0.0,0.74,0.21,110.0,1100.0,673.0,430.0,2000.0,1377.0,0.4,0.5696,0.51,15
2489,WATER QUALITY OF RIVER- GANGA,GANGA DOWNSTREAM- ANOOPSHAHAR,UTTAR PRADESH,13.0,24.0,18.5,7.2,10.5,8.3,7.2,8.2,7.6,110.0,480.0,230.0,2.2,6.1,3.6,0.0,0.96,0.23,150.0,1200.0,783.0,640.0,2400.0,1713.0,0.4,0.5696,0.51,15
1145,WATER QUALITY OF RIVER- GANGA,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,14.0,25.0,19.2,7.4,11.6,8.7,7.0,7.8,7.5,110.0,240.0,189.0,1.9,6.6,3.1,0.0,0.8,0.23,70.0,610.0,420.0,150.0,1400.0,850.0,0.4,0.5696,0.51,15
2490,WATER QUALITY OF RIVER- GANGA,AT KACHHLA GHAT- ALIGARH,UTTAR PRADESH,14.0,25.8,20.3,7.6,9.2,8.3,7.2,7.7,7.4,116.0,289.0,206.0,2.2,6.8,3.7,0.0,0.95,0.28,300.0,1300.0,840.0,930.0,2600.0,1743.0,0.4,0.5696,0.51,15
1063,WATER QUALITY OF RIVER- GANGA,GANGA AT KANNAUJ UPSTREAM (RAJGHAT),UTTAR PRADESH,15.0,32.0,25.6,6.0,9.8,7.9,7.1,8.5,8.0,53.0,541.0,327.0,3.4,6.2,4.5,0.0,5.46,2.25,700.0,9000.0,3042.0,2800.0,20000.0,10075.0,0.4,0.5696,0.51,15
1066,WATER QUALITY OF RIVER- GANGA,GANGA AT KANNAUJ DOWNSTREAM,UTTAR PRADESH,15.0,32.0,25.6,6.0,10.1,7.8,7.2,8.6,8.0,55.0,544.0,324.0,4.2,9.0,5.5,0.98,4.33,2.25,900.0,9000.0,3508.0,4300.0,49000.0,20208.0,0.4,0.5696,0.51,15
1146,WATER QUALITY OF RIVER- GANGA,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,15.0,32.0,25.6,6.2,14.3,8.7,7.4,8.8,8.2,450.0,558.0,510.0,2.6,5.6,4.0,0.24,3.88,1.7,900.0,4300.0,1700.0,1100.0,21000.0,7750.0,0.4,0.5696,0.51,15
1067,WATER QUALITY OF RIVER- GANGA,GANGA AT KANPUR UPSTREAM (RANIGHAT),UTTAR PRADESH,15.0,32.0,25.8,6.0,12.8,8.6,7.4,9.1,8.2,49.0,560.0,316.0,3.0,5.5,4.3,0.46,3.95,2.03,900.0,28000.0,6667.0,1100.0,150000.0,31992.0,0.4,0.5696,0.51,15
1068,WATER QUALITY OF RIVER- GANGA,AT KANPUR DOWNSTREAM (JAJMAU PUMPING STATION),UTTAR PRADESH,15.0,32.0,25.8,4.0,11.5,6.9,7.1,8.8,8.0,55.0,637.0,381.0,6.6,9.6,8.4,1.12,4.74,2.77,4000.0,93000.0,38942.0,23000.0,240000.0,151333.0,0.4,0.5696,0.51,15
1147,WATER QUALITY OF RIVER- GANGA,GANGA AT DALMAU (RAI BAREILLY),UTTAR PRADESH,15.0,25.0,20.7,6.8,9.5,7.8,7.1,8.6,7.9,146.0,415.0,281.0,3.4,4.2,3.8,0.78,1.1,0.85,4600.0,6300.0,5300.0,6800.0,8700.0,7775.0,0.4,0.5696,0.51,15
2498,WATER QUALITY OF RIVER- GANGA,GANGA AT KALA KANKAR- RAEBARELI,UTTAR PRADESH,16.0,25.0,20.9,6.8,9.0,7.7,7.0,8.6,7.8,149.0,409.0,261.0,3.3,4.0,3.8,0.76,0.98,0.84,4100.0,6300.0,4980.0,6800.0,8800.0,7510.0,0.4,0.5696,0.51,15
1046,WATER QUALITY OF RIVER- GANGA,AT ALLAHABAD (RASOOLABAD),UTTAR PRADESH,21.0,29.0,25.6,6.0,9.8,7.2,7.4,8.4,8.0,278.0,488.0,387.0,2.8,6.0,4.2,1.4,1.88,1.71,3000.0,3500.0,3358.0,7000.0,9000.0,7750.0,0.4,0.5696,0.51,15
2487,WATER QUALITY OF RIVER- GANGA,GANGA AT KADAGHAT- ALLAHABAD,UTTAR PRADESH,21.0,29.5,25.7,6.1,10.1,7.6,7.4,8.4,7.9,266.0,480.0,374.0,2.3,4.8,3.6,1.39,1.85,1.65,2100.0,3000.0,2492.0,3500.0,6000.0,4167.0,0.4,0.5696,0.51,15
1049,WATER QUALITY OF RIVER- GANGA,AT ALLAHABAD DOWNSTREAM (SANGAM),UTTAR PRADESH,21.5,30.5,26.2,6.0,9.4,7.2,7.4,8.4,8.0,271.0,598.0,450.0,2.6,5.6,4.0,1.44,1.7,1.61,2800.0,5000.0,3408.0,6000.0,14000.0,8583.0,0.4,0.5696,0.51,15
2485,WATER QUALITY OF RIVER- GANGA,GANGA UPSTREAM- VINDHYACHAL- MIRZAPUR,UTTAR PRADESH,19.0,32.0,27.4,5.9,11.1,8.7,7.6,8.3,8.0,201.0,537.0,387.0,2.3,10.5,3.7,0.0,6.5,1.96,40.0,700.0,332.0,110.0,5400.0,1995.0,0.4,0.5696,0.51,15
2486,WATER QUALITY OF RIVER- GANGA,GANGA DOWNSTREAM- MIRZAPUR,UTTAR PRADESH,18.0,33.0,27.1,5.1,10.3,7.7,7.3,8.2,7.8,207.0,555.0,396.0,2.9,4.5,3.6,0.0,7.8,2.29,230.0,7000.0,2377.0,490.0,17000.0,5708.0,0.4,0.5696,0.51,15
1070,WATER QUALITY OF RIVER- GANGA,AT VARANASI UPSTREAM (ASSIGHAT),UTTAR PRADESH,18.0,27.0,22.3,7.5,7.8,7.6,7.5,7.8,7.6,224.0,266.0,250.0,3.7,4.2,3.9,0.01,0.87,0.34,8000.0,8000.0,8000.0,13000.0,13000.0,13000.0,0.4,0.5696,0.51,15
1071,WATER QUALITY OF RIVER- GANGA,AT VARANASI DOWNSTREAM (MALVIYA BRIDGE),UTTAR PRADESH,18.5,27.5,22.8,7.0,7.2,7.1,7.9,8.1,8.0,240.0,290.0,272.0,5.2,9.6,8.0,0.01,0.87,0.34,34000.0,46000.0,40000.0,46000.0,70000.0,58000.0,0.4,0.5696,0.51,15
1073,WATER QUALITY OF RIVER- GANGA,GANGA AT TRIGHAT (GHAZIPUR),UTTAR PRADESH,19.5,28.5,23.8,7.0,7.4,7.3,7.9,8.2,8.0,232.0,270.0,257.0,4.1,4.4,4.3,0.01,0.87,0.34,13000.0,13000.0,13000.0,17000.0,21000.0,19667.0,0.4,0.5696,0.51,15
1074,WATER QUALITY OF RIVER- GANGA,GANGA AT BUXAR-BIHAR,BIHAR,16.0,31.0,24.4,7.8,9.0,8.4,7.6,8.5,8.2,287.0,402.0,345.0,2.7,2.8,2.8,0.01,0.87,0.34,1100.0,9000.0,3122.0,2800.0,16000.0,6867.0,0.4,0.5696,0.51,15
2551,WATER QUALITY OF RIVER- GANGA,GANGA AT BUXAR- RAMREKHAGHAT,BIHAR,16.0,31.0,23.7,7.8,8.7,8.4,7.4,8.6,8.2,310.0,386.0,357.0,2.6,3.0,2.9,0.01,0.87,0.34,5000.0,9000.0,7500.0,16000.0,24000.0,22000.0,0.4,0.5696,0.51,15
1077,WATER QUALITY OF RIVER- GANGA,GANGA AT KHURJI- PATNA UPSTREAM,BIHAR,17.0,32.0,25.1,8.0,8.9,8.4,7.9,8.6,8.2,262.0,416.0,327.0,2.6,2.8,2.7,0.01,0.87,0.34,1300.0,5000.0,2767.0,2400.0,16000.0,7044.0,0.4,0.5696,0.51,15
2556,WATER QUALITY OF RIVER- GANGA,AT INDRAPURI- DEHRI ON SONE,BIHAR,19.0,29.0,23.2,7.9,8.8,8.3,7.3,8.3,7.8,228.0,288.0,259.0,2.6,2.8,2.7,0.01,0.87,0.34,700.0,2400.0,1188.0,1400.0,3000.0,2338.0,0.4,0.5696,0.51,15
2564,WATER QUALITY OF RIVER- GANGA,AT CONFL. SONE DORIGANJ- CHAPRA,BIHAR,16.0,25.0,22.3,7.9,9.3,8.5,7.1,8.1,7.7,214.0,380.0,298.0,2.7,2.8,2.8,0.01,0.87,0.34,1100.0,3000.0,1922.0,2200.0,5000.0,3933.0,0.4,0.5696,0.51,15
2552,WATER QUALITY OF RIVER- GANGA,DARBHANGA GHAT AT PATNA,BIHAR,18.0,31.0,24.1,7.9,8.7,8.4,7.9,8.6,8.3,271.0,410.0,334.0,2.8,3.0,2.9,0.01,0.87,0.34,9000.0,9000.0,9000.0,16000.0,24000.0,23111.0,0.4,0.5696,0.51,15
1079,WATER QUALITY OF RIVER- GANGA,AT PATNA DOWNSTREAM (GANGA BRIDGE),BIHAR,18.0,32.0,24.4,7.9,8.7,8.4,8.0,8.6,8.2,292.0,495.0,350.0,2.7,3.0,2.9,0.01,0.87,0.34,3000.0,9000.0,5667.0,9000.0,24000.0,18778.0,0.4,0.5696,0.51,15
2555,WATER QUALITY OF RIVER- GANGA,GANGA AT PUNPUN- PATNA,BIHAR,19.0,33.0,24.6,6.9,8.0,7.3,7.1,8.7,7.8,312.0,574.0,413.0,2.6,3.0,2.7,0.01,0.87,0.34,1100.0,3000.0,1589.0,2200.0,9000.0,3667.0,0.4,0.5696,0.51,15
2553,WATER QUALITY OF RIVER- GANGA,GANGA AT FATUHA,BIHAR,18.0,31.0,24.6,8.0,8.8,8.4,8.1,8.7,8.3,282.0,420.0,327.0,2.7,2.9,2.8,0.01,0.87,0.34,1400.0,5000.0,2675.0,3000.0,16000.0,7313.0,0.4,0.5696,0.51,15
1817,WATER QUALITY OF RIVER- GANGA,GANGA AT MOKAMA (UPSTREAM),BIHAR,20.0,30.0,25.0,7.1,8.7,8.0,7.8,8.2,8.0,339.0,389.0,375.0,2.6,2.8,2.7,0.01,0.87,0.34,1100.0,5000.0,2575.0,2200.0,16000.0,6588.0,0.4,0.5696,0.51,15
1815,WATER QUALITY OF RIVER- GANGA,GANGA AT MOKAMA (DOWNSTREAM),BIHAR,20.0,28.0,24.6,6.8,8.8,7.9,7.6,8.2,8.0,362.0,388.0,375.0,2.9,3.0,3.0,0.01,0.87,0.34,2100.0,9000.0,7638.0,8000.0,24000.0,22000.0,0.4,0.5696,0.51,15
1818,WATER QUALITY OF RIVER- GANGA,GANGA AT MUNGER,BIHAR,20.0,28.0,24.8,6.2,8.6,7.8,7.7,8.1,8.0,298.0,366.0,345.0,2.6,2.9,2.7,0.01,0.87,0.34,800.0,5000.0,2178.0,2200.0,9000.0,4967.0,0.4,0.5696,0.51,15
2554,WATER QUALITY OF RIVER- GANGA,GANGA AT SULTANGANJ- BHAGALPUR,BIHAR,20.0,27.0,24.6,6.4,8.7,7.8,7.6,8.1,7.9,354.0,384.0,363.0,2.7,2.8,2.7,0.01,0.87,0.34,1300.0,3000.0,1943.0,2200.0,5000.0,3371.0,0.4,0.5696,0.51,15
1819,WATER QUALITY OF RIVER- GANGA,GANGA AT BHAGALPUR,BIHAR,20.0,27.0,24.9,6.2,8.6,7.7,7.7,8.1,7.9,355.0,395.0,368.0,2.6,2.9,2.8,0.01,0.87,0.34,1300.0,9000.0,3686.0,2200.0,90000.0,22743.0,0.4,0.5696,0.51,15
1816,WATER QUALITY OF RIVER- GANGA,GANGA AT KAHALGAON,BIHAR,19.0,30.0,25.0,6.4,8.7,7.9,7.7,8.2,8.0,286.0,372.0,344.0,2.7,2.9,2.8,0.01,0.87,0.34,1100.0,9000.0,5611.0,2800.0,24000.0,11422.0,0.4,0.5696,0.51,15
1080,WATER QUALITY OF RIVER- GANGA,GANGA AT BAHARAMPORE,WEST BENGAL,14.5,32.0,26.3,6.9,11.2,8.3,7.2,8.4,7.8,209.0,360.0,294.0,1.0,3.9,2.2,0.19,0.73,0.39,17000.0,240000.0,105364.0,26000.0,300000.0,140545.0,0.4,0.5696,0.51,15
2511,WATER QUALITY OF RIVER- GANGA,NABADIP ON GANGA-GHOSHPARA NEAR MONIPURGHAT,WEST BENGAL,15.0,32.0,26.0,6.7,10.6,8.5,7.1,8.3,7.8,147.0,352.0,290.0,1.0,3.7,2.1,0.05,0.75,0.34,1300.0,50000.0,13573.0,1700.0,90000.0,21973.0,0.4,0.5696,0.51,15
2506,WATER QUALITY OF RIVER- GANGA,TRIBENI ON GANGA- NR BURNING GHAT,WEST BENGAL,20.0,32.0,27.8,4.8,13.4,8.2,7.0,8.5,7.9,185.0,354.0,289.0,0.8,2.9,1.7,0.0,0.52,0.26,700.0,11000.0,3064.0,900.0,14000.0,4755.0,0.4,0.5696,0.51,15
1054,WATER QUALITY OF RIVER- GANGA,GANGA AT PALTA,WEST BENGAL,19.0,30.5,27.0,5.7,11.0,7.7,7.2,8.2,7.8,181.0,353.0,287.0,1.3,2.8,2.1,0.14,0.85,0.43,23000.0,220000.0,84667.0,50000.0,280000.0,128333.0,0.4,0.5696,0.51,15
1472,WATER QUALITY OF RIVER- GANGA,GANGA AT SERAMPORE,WEST BENGAL,20.0,33.0,28.3,5.1,13.2,7.8,7.1,8.4,7.9,185.0,355.0,286.0,0.9,3.2,1.9,0.0,0.54,0.26,14000.0,170000.0,66667.0,22000.0,220000.0,97917.0,0.4,0.5696,0.51,15
1053,WATER QUALITY OF RIVER- GANGA,GANGA AT DAKSHINESHWAR,WEST BENGAL,18.0,32.0,26.9,5.2,13.9,7.8,7.3,8.3,7.8,235.0,370.0,306.0,3.0,5.0,4.0,0.06,0.89,0.3,17000.0,1100000.0,270333.0,22000.0,2500000.0,653083.0,0.4,0.5696,0.51,15
1471,WATER QUALITY OF RIVER- GANGA,GANGA AT HOWRAH-SHIVPUR,WEST BENGAL,19.0,32.0,27.0,4.8,12.8,7.3,7.5,8.2,7.8,194.0,370.0,301.0,2.4,8.2,4.0,0.02,0.72,0.27,33000.0,650000.0,130750.0,34000.0,850000.0,223667.0,0.4,0.5696,0.51,15
1470,WATER QUALITY OF RIVER- GANGA,GANGA AT GARDEN REACH,WEST BENGAL,16.0,33.0,26.6,4.4,12.2,6.8,7.5,8.3,7.8,235.0,371.0,316.0,1.9,5.6,4.1,0.04,1.0,0.29,8000.0,400000.0,164833.0,11000.0,650000.0,247167.0,0.4,0.5696,0.51,15
1052,WATER QUALITY OF RIVER- GANGA,GANGA AT ULUBERIA,WEST BENGAL,18.0,37.0,27.1,4.3,11.0,5.9,7.5,8.4,7.8,234.0,545.0,326.0,0.3,5.9,2.8,0.1,1.26,0.38,14000.0,140000.0,32500.0,17000.0,280000.0,68833.0,0.4,0.5696,0.51,15
1469,WATER QUALITY OF RIVER- GANGA,GANGA AT DIAMOND HARBOUR,WEST BENGAL,18.0,32.0,26.8,5.4,8.5,7.1,7.5,8.5,7.9,261.0,10240.0,3186.0,1.1,5.1,2.3,0.08,0.74,0.34,8000.0,80000.0,20333.0,11000.0,110000.0,30667.0,0.4,0.5696,0.51,15
1492,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT YAMUNOTRI,UTTARAKHAND,4.0,7.9,6.0,8.2,8.5,8.4,7.6,7.6,7.6,60.0,88.0,74.0,1.8,11.0,7.0,0.0,0.4,0.2,6800.0,240000.0,37000.0,22000.0,930000.0,150630.0,0.4,0.5696,0.51,23
1493,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT HANUMANCHATTI,UTTARAKHAND,8.6,11.5,10.1,8.7,9.3,9.0,7.7,7.9,7.8,97.0,124.0,111.0,1.8,11.0,7.0,0.0,0.4,0.2,6800.0,240000.0,37000.0,22000.0,930000.0,150630.0,0.4,0.5696,0.51,23
1494,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT UPSTREAM OF LAKHWAR DAM,UTTARAKHAND,10.3,22.2,18.8,6.2,11.2,8.3,7.2,8.2,7.8,124.0,220.0,171.0,0.2,1.6,0.9,0.0,0.4,0.06,150.0,400.0,275.0,210.0,2300.0,1255.0,0.4,0.5696,0.51,23
1490,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT UPSTREAM DAK PATTHAR,UTTARAKHAND,12.2,23.4,19.3,7.0,8.9,7.7,7.4,8.1,7.8,118.0,276.0,185.0,1.2,5.8,2.7,0.0,0.5,0.07,430.0,9300.0,4865.0,12.0,24000.0,4015.0,0.4,0.5696,0.51,23
1553,WATER QUALITY OF RIVER- YAMUNA,YAMUNA - UPSTREAM PAONTA SAHIB,HIMACHAL PRADESH,11.0,26.0,20.5,6.1,10.2,8.0,7.0,8.2,7.6,273.0,646.0,482.0,0.8,1.6,1.1,0.0,0.61,0.19,4.0,15000.0,1616.0,10.0,93000.0,11596.0,0.4,0.5696,0.51,23
1554,WATER QUALITY OF RIVER- YAMUNA,YAMUNA - DOWNSTREAM PAONTA SAHIB,HIMACHAL PRADESH,13.0,26.0,21.7,6.4,10.2,8.2,7.4,8.1,7.8,187.0,426.0,321.0,0.6,1.6,1.1,0.0,0.85,0.34,5.0,17.0,10.0,10.0,26.0,16.0,0.4,0.5696,0.51,23
1117,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT HATHNIKUND,HARYANA,11.0,25.0,20.6,6.2,13.2,9.1,7.3,8.6,7.8,206.0,360.0,273.0,1.0,3.0,1.4,0.0,0.5549999999999999,0.2,400.0,240000.0,31218.0,2300.0,1100000.0,133350.0,0.4,0.5696,0.51,23
1496,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT KALANAUR- YAMUNA NAGAR,HARYANA,13.0,32.0,24.7,6.1,9.4,7.5,7.5,8.7,7.9,212.0,603.0,372.0,1.0,2.0,1.1,0.0,0.5549999999999999,0.2,700.0,93000.0,27020.0,9300.0,460000.0,150630.0,0.4,0.5696,0.51,23
1119,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT SONEPAT,HARYANA,11.0,30.0,24.5,5.7,9.2,6.9,7.4,8.7,7.9,224.0,780.0,438.0,1.0,4.0,2.3,0.0,0.5549999999999999,0.2,900.0,540000.0,69933.0,4300.0,1600000.0,266611.0,0.4,0.5696,0.51,23
1120,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT WAZIRABAD,DELHI,11.6,31.5,24.0,5.0,10.3,7.8,7.7,8.6,8.0,231.0,1090.0,594.0,1.0,4.0,2.2,0.0,0.5549999999999999,0.2,400.0,46000.0,9125.0,1100.0,240000.0,45764.0,0.4,0.5696,0.51,23
1121,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT NIZAMUDDIN,DELHI,12.5,30.0,23.7,0.0,4.5,0.8,7.3,8.5,7.8,363.0,1905.0,1154.0,4.0,26.0,15.5,0.0,0.5549999999999999,0.2,430000.0,210000000.0,42000000.0,930000.0,1100000000.0,250000000.0,0.4,0.5696,0.51,23
1375,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL),DELHI,13.5,30.0,23.7,0.0,3.5,0.5,7.2,8.5,7.8,403.0,1529.0,969.0,3.0,26.0,13.0,0.0,0.5549999999999999,0.2,230000.0,1100000000.0,110000000.0,430000.0,1600000000.0,190000000.0,0.4,0.5696,0.51,23
1497,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT MAZAWALI,UTTAR PRADESH,14.0,32.0,26.1,0.0,4.4,1.6,7.2,7.8,7.5,353.0,1397.0,991.0,4.0,36.0,14.5,0.0,0.5549999999999999,0.2,43000.0,24000000.0,3283222.0,93000.0,110000000.0,25000000.0,0.4,0.5696,0.51,23
2495,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT KESIGHAT- VRINDAVAN,UTTAR PRADESH,13.0,13.0,13.0,2.1,2.1,2.1,6.9,6.9,6.9,252.0,935.0,538.0,14.4,14.4,14.4,0.0,0.5549999999999999,0.2,21000.0,21000.0,21000.0,70000.0,70000.0,70000.0,0.4,0.5696,0.51,23
1123,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT MATHURA UPSTREAM,UTTAR PRADESH,14.0,36.5,28.1,0.0,8.0,3.8,7.3,8.1,7.7,252.0,935.0,538.0,5.0,41.0,11.4,0.0,0.5549999999999999,0.2,9000.0,4300000.0,718000.0,43000.0,46000000.0,5877333.0,0.4,0.5696,0.51,23
2494,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT VISHRAMGHAT- MATHURA,UTTAR PRADESH,13.0,13.0,13.0,0.8,0.8,0.8,7.0,7.0,7.0,252.0,935.0,538.0,15.4,15.4,15.4,0.0,0.5549999999999999,0.2,37000.0,37000.0,37000.0,70000.0,70000.0,70000.0,0.4,0.5696,0.51,23
1124,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT MATHURA DOWNSTREAM,UTTAR PRADESH,15.0,35.0,27.6,2.8,7.2,4.8,7.4,8.3,7.8,368.0,1590.0,1058.0,5.0,17.0,8.8,0.0,0.5549999999999999,0.2,23000.0,15000000.0,2374000.0,93000.0,110000000.0,14000000.0,0.4,0.5696,0.51,23
1125,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT AGRA UPSTREAM,UTTAR PRADESH,10.0,33.0,26.0,2.1,7.3,4.3,7.4,8.1,7.8,332.0,1466.0,1070.0,3.0,11.0,7.0,0.0,0.5549999999999999,0.2,17000.0,700000.0,284900.0,33000.0,1500000.0,694300.0,0.4,0.5696,0.51,23
1126,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT DOWNSTREAM OF AGRA,UTTAR PRADESH,15.0,35.0,28.4,0.2,6.3,3.1,7.5,8.3,7.9,349.0,1766.0,1142.0,4.0,29.0,11.0,0.0,0.5549999999999999,0.2,23000.0,46000000.0,6380100.0,49000.0,110000000.0,23000000.0,0.4,0.5696,0.51,23
2493,WATER QUALITY OF RIVER- YAMUNA,RIVER YAMUNA AT SHAHPUR,UTTAR PRADESH,15.0,15.0,15.0,3.8,3.8,3.8,7.3,7.3,7.3,193.0,193.0,193.0,11.8,11.8,11.8,0.0,0.5549999999999999,0.2,37000.0,37000.0,37000.0,38000.0,38000.0,38000.0,0.4,0.5696,0.51,23
1498,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT BATESWAR,UTTAR PRADESH,16.0,38.0,28.1,0.0,13.5,6.9,7.3,8.5,8.0,367.0,1730.0,1126.0,3.0,15.0,8.5,0.0,0.5549999999999999,0.2,6800.0,930000.0,223780.0,15000.0,4600000.0,753800.0,0.4,0.5696,0.51,23
1127,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT ETAWAH,UTTAR PRADESH,16.0,38.0,27.7,2.2,15.4,8.8,7.6,8.8,8.2,395.0,1866.0,1061.0,1.0,15.0,8.1,0.0,0.5549999999999999,0.2,4000.0,400000.0,99030.0,23000.0,930000.0,298200.0,0.4,0.5696,0.51,23
1499,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT JUHIKA B/C WITH CHANBAL- ETAWAH,UTTAR PRADESH,15.0,37.0,27.2,4.8,17.0,9.7,7.6,8.7,8.2,306.0,1390.0,744.0,1.0,7.0,4.2,0.0,0.5549999999999999,0.2,9000.0,900000.0,137630.0,22000.0,2100000.0,417900.0,0.4,0.5696,0.51,23
1129,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT ALLAHABAD,UTTAR PRADESH,16.9,26.5,21.9,5.8,8.2,7.4,7.3,7.7,7.5,109.0,708.0,433.0,1.8,3.8,2.6,0.0,2.03,1.39,22.0,22000.0,3195.0,110.0,92000.0,13416.0,0.4,0.5696,0.51,23
1069,WATER QUALITY OF RIVER- YAMUNA,YAMUNA AT ALLAHABAD DOWNSTREAM (BALUA GHAT),UTTAR PRADESH,22.2,30.0,26.7,2.4,8.4,6.5,7.2,8.3,7.9,285.0,1101.0,610.0,1.6,6.8,2.5,1.2,1.56,1.33,1200.0,1700.0,1450.0,2600.0,3000.0,2833.0,0.4,0.5696,0.51,23
